ID_REF, IDENTIFIER, GSM21832, GSM19135, GSM9514, GSM42864
SFT2D2, SFT2D2, 283.000, 56.700, 71.500, 416.000
HOXA6, HOXA6, 104.300, 16.500, 35.700, 87.600
CRTC1, CRTC1, 82.000, 8.000, 26.100, 53.200
LY6D, LY6D, 7.000, 3.100, 4.200, 98.000
C16orf70, C16orf70, 34.100, 1.200, 3.300, 10.200
KIAA0564, KIAA0564, 39.900, 8.700, 37.500, 48.800
CPT1A, CPT1A, 102.000, 48.200, 29.100, 167.800
ALMS1, ALMS1, 856.100, 105.800, 91.300, 438.900
LMO1, LMO1, 24.700, 21.200, 30.900, 59.000
EIF3I, EIF3I, 944.100, 398.800, 1270.900, 2183.700
DCN, DCN, 78.500, 212.000, 27.800, 141.700
MCM3APAS, MCM3APAS, 78.200, 18.900, 20.400, 79.700
SUCLG2, SUCLG2, 11.200, 6.000, 5.800, 10.600
FOXF2, FOXF2, 106.300, 137.200, 139.400, 78.800
MLH1, MLH1, 625.700, 239.600, 625.700, 1293.200
S100A12, S100A12, 21399.400, 31.600, 37.500, 29.300
LOC441996, LOC441996, 41.700, 10.300, 28.300, 97.900
AK025323, AK025323, 52.000, 38.300, 2.400, 160.600
ABHD14A, ABHD14A, 247.400, 61.200, 212.700, 338.100
DEXI, DEXI, 203.600, 100.800, 198.500, 725.000
AA447740, AA447740, 30.000, 4.000, 5.300, 20.600
AK024915, AK024915, 50.200, 3.500, 2.600, 34.400
ACTN1, ACTN1, 4378.600, 141.100, 348.800, 3818.500
AMPD2, AMPD2, 3440.600, 124.600, 178.300, 262.400
IFNAR2, IFNAR2, 1343.400, 8.100, 14.600, 64.900
CYB5A, CYB5A, 6.500, 21.900, 11.400, 11.500
NRBF2, NRBF2, 2413.900, 35.500, 102.100, 293.600
MKS1, MKS1, 234.500, 34.300, 81.300, 100.400
P2RY11, P2RY11, 34.100, 10.700, 7.400, 38.800
CX3CR1, CX3CR1, 5256.300, 25.800, 2.400, 27.200
PDE1B, PDE1B, 69.200, 6.100, 5.700, 16.400
KCTD3, KCTD3, 53.400, 39.300, 80.800, 226.100
ITGAE, ITGAE, 924.400, 252.400, 460.600, 894.600
SLC30A3, SLC30A3, 30.800, 5.100, 9.900, 301.900
KISS1, KISS1, 11.300, 2.300, 6.100, 12.800
PLP1, PLP1, 86.000, 37.900, 2.400, 38.900
AI039469, AI039469, 174.600, 41.700, 93.000, 343.700
AF007147, AF007147, 1234.000, 53.800, 10.400, 95.500
C14orf2, C14orf2, 4425.100, 1357.800, 1607.900, 6470.200
IFRD2, IFRD2, 236.700, 244.300, 703.000, 854.000
ANKRD7, ANKRD7, 19.300, 1.100, 15.400, 49.300
CRLF2, CRLF2, 23.600, 22.600, 53.900, 23.400
NARS2, NARS2, 169.000, 84.500, 230.500, 428.100
LIN28A, LIN28A, 16.500, 3.200, 4.100, 25.900
TMLHE, TMLHE, 55.600, 4.400, 6.000, 18.100
SERPINB3, SERPINB3, 1.300, 2.700, 4.400, 1.100
FAM127B, FAM127B, 15.900, 31.700, 231.600, 244.300
ZNF391, ZNF391, 38.300, 2.900, 62.300, 77.100
ABCA5, ABCA5, 146.400, 157.700, 45.900, 73.100
DNAJB14, DNAJB14, 360.300, 29.500, 25.200, 199.200
TSFM, TSFM, 65.900, 33.800, 23.000, 34.000
WRB, WRB, 896.500, 157.200, 134.200, 1306.300
ABCC8, ABCC8, 16.500, 3.900, 6.900, 13.600
MAP1S, MAP1S, 522.600, 49.800, 74.500, 1165.500
BPI, BPI, 295.000, 5.400, 7.200, 17.600
NM_005377, NM_005377, 117.800, 29.100, 48.600, 126.400
TTC4, TTC4, 218.600, 54.700, 217.000, 316.300
C22orf36, C22orf36, 19.900, 5.300, 3.000, 25.800
BNC2, BNC2, 229.500, 61.400, 56.700, 647.400
NDUFS3, NDUFS3, 573.300, 518.000, 884.800, 2528.400
WDR3, WDR3, 218.000, 44.300, 141.000, 263.900
MAGED1, MAGED1, 559.500, 363.500, 575.200, 4663.400
TTC33, TTC33, 155.400, 31.300, 117.800, 141.800
CPN2, CPN2, 34.100, 3.100, 2.100, 32.800
STMN2, STMN2, 77.700, 36.700, 11.900, 17.000
PCOLCE2, PCOLCE2, 98.300, 10.300, 16.300, 23.200
MT2A, MT2A, 1247.600, 3513.700, 5044.800, 13083.800
ROR1, ROR1, 29.200, 1.800, 5.600, 7.700
HSD17B14, HSD17B14, 147.300, 59.000, 47.600, 151.400
SAMD4B, SAMD4B, 22.000, 3.300, 6.600, 29.000
FAM13B, FAM13B, 796.600, 71.100, 65.800, 110.500
HEXA, HEXA, 22.300, 29.700, 13.300, 20.500
NM_018329, NM_018329, 17.100, 7.200, 5.700, 39.000
USP39, USP39, 125.600, 38.700, 193.000, 396.300
HNRNPU, HNRNPU, 126.600, 5.400, 144.600, 160.400
NRD1, NRD1, 2550.600, 231.600, 527.300, 1164.400
ATXN2L, ATXN2L, 16.400, 3.600, 29.700, 86.300
MAP2K3, MAP2K3, 3286.500, 268.200, 111.000, 810.400
FLT4, FLT4, 32.800, 7.700, 4.900, 144.500
OMG, OMG, 451.100, 29.600, 35.300, 24.500
SCAP, SCAP, 960.100, 185.400, 260.100, 450.600
U88898, U88898, 13.900, 5.400, 5.500, 14.200
NARS, NARS, 2085.100, 843.600, 1953.900, 2821.400
PRCC, PRCC, 233.200, 74.800, 121.500, 421.900
ZNF675, ZNF675, 25.700, 12.500, 21.000, 34.400
VENTXP1, VENTXP1, 13.600, 3.100, 2.300, 7.300
CALCOCO1, CALCOCO1, 1192.300, 169.800, 192.800, 958.000
ZBTB32, ZBTB32, 15.300, 1.700, 5.200, 11.400
RFC5, RFC5, 80.200, 32.000, 465.000, 357.700
PAX5, PAX5, 133.500, 6.600, 18.600, 7.600
GJB4, GJB4, 53.900, 5.400, 14.700, 18.800
PEBP1, PEBP1, 349.800, 2031.600, 779.200, 2612.100
AAK1, AAK1, 85.400, 30.700, 10.400, 77.100
FBXO2, FBXO2, 78.200, 30.100, 48.700, 2129.700
RMND1, RMND1, 100.100, 39.700, 138.300, 216.400
COL1A2, COL1A2, 22.300, 71.800, 5.100, 228.900
SERPINA5, SERPINA5, 35.400, 7.600, 23.900, 12.500
GMEB1, GMEB1, 215.400, 27.000, 37.100, 97.400
LOC647081, LOC647081, 370.200, 3.600, 4.900, 23.900
AANAT, AANAT, 11.900, 1.600, 3.800, 3.600
AKT3, AKT3, 61.300, 19.000, 57.300, 161.800
CRB1, CRB1, 107.500, 19.900, 11.200, 122.000
C19orf21, C19orf21, 375.400, 1297.600, 67.300, 76.900
UBR4, UBR4, 17.700, 23.500, 9.800, 21.000
LTBP3, LTBP3, 57.200, 37.600, 79.000, 1214.600
ANKRD34C, ANKRD34C, 59.500, 15.300, 18.600, 17.300
AMHR2, AMHR2, 16.600, 10.300, 7.200, 20.700
CTTN, CTTN, 11.100, 29.000, 14.700, 60.100
MYBBP1A, MYBBP1A, 211.100, 76.700, 190.700, 373.100
HSBP1, HSBP1, 1802.500, 417.500, 1211.300, 2103.000
PROCR, PROCR, 41.600, 33.600, 268.500, 2887.500
PHF11, PHF11, 1888.500, 220.900, 124.000, 164.200
PASK, PASK, 219.500, 96.700, 116.200, 96.000
C22orf43, C22orf43, 115.100, 2.800, 3.800, 23.400
KIAA0467, KIAA0467, 283.500, 54.900, 76.200, 147.800
NDEL1, NDEL1, 4623.200, 132.000, 184.000, 1092.400
USP8, USP8, 628.600, 84.900, 225.200, 567.500
BAIAP2, BAIAP2, 210.300, 20.300, 43.500, 1128.900
SI, SI, 38.600, 1312.600, 0.900, 2.100
ARSJ, ARSJ, 73.900, 1.500, 38.600, 50.000
GULP1, GULP1, 60.700, 4.300, 12.300, 92.600
KCNE4, KCNE4, 27.400, 5.100, 11.900, 26.600
KCNS3, KCNS3, 10.400, 70.000, 28.200, 67.600
CELA2A, CELA2A, 59.200, 3.100, 2.200, 31.600
BAAT, BAAT, 19.100, 5.100, 4.000, 8.800
N21364, N21364, 216.300, 77.900, 14.800, 128.700
MBD1, MBD1, 331.800, 22.200, 152.200, 262.500
ITGAL, ITGAL, 1558.500, 33.800, 8.900, 43.600
WDR73, WDR73, 613.200, 85.600, 248.900, 535.100
ARFGAP1, ARFGAP1, 495.500, 124.700, 259.600, 552.100
ZBTB40, ZBTB40, 307.600, 74.700, 127.400, 283.600
CH25H, CH25H, 68.200, 10.600, 94.100, 58.600
AA045174, AA045174, 157.900, 46.900, 17.900, 201.200
LOC81691, LOC81691, 6.000, 3.400, 88.100, 82.600
CYP4B1, CYP4B1, 7.100, 3.100, 2.200, 5.600
ALPL, ALPL, 4482.400, 15.200, 11.800, 53.500
FOLR3, FOLR3, 932.800, 12.500, 10.500, 10.700
CHST3, CHST3, 143.600, 25.800, 101.900, 239.700
TRIM62, TRIM62, 187.800, 37.000, 54.600, 296.100
MAP3K9, MAP3K9, 122.000, 38.500, 61.900, 141.600
ABLIM1, ABLIM1, 142.500, 20.700, 39.400, 242.800
BTAF1, BTAF1, 432.100, 102.900, 137.300, 262.200
MAST3, MAST3, 2109.300, 102.800, 53.800, 375.100
T90013, T90013, 74.700, 27.200, 41.700, 83.300
RYBP, RYBP, 2274.900, 80.700, 252.900, 755.500
UQCRC2, UQCRC2, 1555.900, 1205.100, 1072.900, 3380.700
TTC26, TTC26, 129.400, 41.700, 84.700, 107.300
ZNF22, ZNF22, 116.300, 24.300, 48.400, 257.400
MAEA, MAEA, 3305.100, 289.900, 234.100, 1434.800
RNPEPL1, RNPEPL1, 854.200, 82.500, 84.000, 188.900
HYAL1, HYAL1, 30.900, 41.300, 19.500, 143.100
PSD3, PSD3, 97.200, 66.800, 40.500, 702.500
AGR2, AGR2, 8.500, 2565.600, 2.600, 4.000
GBX1, GBX1, 35.800, 2.800, 6.800, 22.400
PNP, PNP, 663.000, 295.600, 382.000, 961.700
HDLBP, HDLBP, 545.400, 226.900, 576.700, 2458.700
SMNP, SMNP, 72.100, 1.100, 0.900, 23.800
GNB3, GNB3, 158.900, 62.800, 51.100, 139.000
HECW1, HECW1, 388.400, 101.900, 108.700, 239.400
ACTR2, ACTR2, 5467.200, 230.200, 550.000, 2975.200
HMGB1, HMGB1, 13171.200, 1809.300, 4676.500, 13659.000
HOPX, HOPX, 409.600, 67.200, 4.900, 787.400
ZNF304, ZNF304, 125.500, 18.600, 48.800, 220.700
FAM174B, FAM174B, 86.700, 49.400, 15.200, 453.500
OR12D3, OR12D3, 183.900, 36.900, 68.000, 60.200
METTL1, METTL1, 206.200, 70.400, 159.800, 399.400
PSPH, PSPH, 31.400, 11.500, 194.000, 181.900
SOAT2, SOAT2, 86.400, 48.600, 7.100, 214.900
RAP1GDS1, RAP1GDS1, 337.300, 21.200, 88.600, 655.100
DARS2, DARS2, 126.400, 65.000, 111.700, 310.200
CDC25A, CDC25A, 16.800, 17.400, 141.500, 17.100
ESM1, ESM1, 29.000, 21.500, 10.800, 117.000
RCN3, RCN3, 525.500, 67.800, 7.600, 653.900
CASS4, CASS4, 147.500, 6.200, 3.200, 136.700
BE045142, BE045142, 527.500, 59.400, 63.100, 226.000
PTGER3, PTGER3, 121.000, 21.500, 23.300, 53.900
USP29, USP29, 104.500, 10.800, 36.700, 59.100
ARHGEF10L, ARHGEF10L, 221.700, 121.300, 41.800, 122.500
ADAM30, ADAM30, 75.600, 8.700, 59.900, 60.000
AA018923, AA018923, 17.000, 12.000, 5.900, 2.000
ATOX1, ATOX1, 574.400, 224.100, 471.700, 1354.900
KANK1, KANK1, 54.200, 3.600, 5.200, 7.700
KIF26B, KIF26B, 9.200, 1.000, 6.200, 32.100
C17orf70, C17orf70, 387.800, 70.400, 138.000, 295.100
STT3A, STT3A, 408.000, 75.300, 153.400, 450.100
ZNF225, ZNF225, 51.500, 1.900, 17.500, 35.700
DNASE1, DNASE1, 9.100, 247.500, 3.300, 6.100
C1orf106, C1orf106, 121.000, 1036.000, 115.000, 99.300
PTN, PTN, 69.200, 27.000, 34.200, 36.800
HECA, HECA, 4736.200, 333.400, 222.400, 630.100
RAE1, RAE1, 6.700, 11.200, 5.700, 7.600
TNIK, TNIK, 183.300, 60.400, 53.100, 300.200
RNF122, RNF122, 588.400, 66.700, 74.400, 235.600
AW576871, AW576871, 60.000, 6.000, 7.100, 40.300
LOC100128155, LOC100128155, 7.200, 4.000, 2.500, 18.200
ACTN3, ACTN3, 151.600, 18.700, 33.900, 511.700
SLC22A18AS, SLC22A18AS, 71.100, 146.700, 35.500, 89.000
CCNA1, CCNA1, 11.500, 21.100, 78.300, 61.300
ELP4, ELP4, 166.600, 47.800, 153.700, 324.600
FAM65A, FAM65A, 1317.100, 184.000, 364.100, 2851.700
IL26, IL26, 4.600, 1.400, 0.400, 5.700
RYK, RYK, 146.700, 44.800, 100.300, 305.300
NM_018575, NM_018575, 134.400, 12.600, 11.400, 46.300
QARS, QARS, 1920.600, 890.800, 1563.200, 3435.000
RPL10A, RPL10A, 2256.100, 1779.700, 3084.500, 12680.600
LRP3, LRP3, 18.400, 6.400, 62.800, 116.900
OR2S2, OR2S2, 278.100, 51.000, 58.200, 215.100
BID, BID, 4190.900, 84.000, 195.600, 274.900
IRS4, IRS4, 121.400, 28.500, 27.200, 108.400
MACF1, MACF1, 675.500, 163.800, 203.600, 1338.100
CXCL14, CXCL14, 13.500, 763.500, 15.300, 51.100
SEC24D, SEC24D, 20.000, 11.000, 3.900, 64.300
TGFB2, TGFB2, 13.700, 27.700, 62.200, 60.400
LOC100131613, LOC100131613, 9.900, 14.300, 3.100, 11.100
CHRNE, CHRNE, 157.600, 39.500, 32.000, 60.000
MDFIC, MDFIC, 167.900, 7.600, 5.300, 224.500
HSPB8, HSPB8, 17.300, 23.400, 23.700, 469.500
PRDM14, PRDM14, 143.600, 34.800, 52.500, 43.600
TMEM160, TMEM160, 213.600, 40.400, 223.700, 268.700
MNAT1, MNAT1, 11.900, 6.400, 149.100, 305.800
PCMTD2, PCMTD2, 1028.200, 82.200, 156.100, 506.500
ADD3, ADD3, 3506.800, 554.100, 306.200, 724.000
MBNL2, MBNL2, 74.500, 26.500, 163.900, 350.000
DKFZp686O1327, DKFZp686O1327, 131.700, 11.600, 27.700, 88.600
KLK6, KLK6, 117.400, 22.400, 43.900, 159.800
ATP6V0D1, ATP6V0D1, 8066.900, 807.300, 537.800, 3156.900
CSNK2A1P, CSNK2A1P, 192.100, 112.800, 17.000, 542.700
MTA2, MTA2, 98.000, 9.000, 6.200, 30.600
TMEM111, TMEM111, 1849.600, 291.100, 331.600, 1800.600
KIAA1279, KIAA1279, 264.000, 100.300, 234.600, 681.000
RAP1A, RAP1A, 5689.900, 176.400, 348.900, 2043.300
LZTR1, LZTR1, 467.500, 133.700, 147.400, 226.900
AXIN1, AXIN1, 472.800, 91.300, 154.600, 174.100
POLR1C, POLR1C, 197.400, 58.900, 223.900, 364.600
TRIO, TRIO, 33.500, 8.300, 31.200, 31.800
ZNF385D, ZNF385D, 7.500, 2.300, 3.700, 4.300
NUBP2, NUBP2, 252.800, 73.700, 162.700, 239.700
ID3, ID3, 89.500, 152.800, 108.000, 1184.900
TM9SF1, TM9SF1, 472.600, 182.300, 356.400, 655.200
POU4F2, POU4F2, 85.700, 26.100, 30.600, 96.700
ZNF473, ZNF473, 164.400, 25.700, 88.000, 129.500
IQCK, IQCK, 42.600, 0.900, 6.700, 34.100
MTM1, MTM1, 203.100, 25.900, 17.600, 58.300
GPR107, GPR107, 66.300, 16.200, 21.700, 84.300
CAPN3, CAPN3, 22.800, 2.800, 1.300, 2.800
RECQL, RECQL, 393.200, 38.700, 280.000, 750.700
AP1G1, AP1G1, 639.400, 96.100, 127.100, 569.800
CTNNBL1, CTNNBL1, 361.300, 61.600, 348.500, 392.900
AW974481, AW974481, 60.200, 2.100, 18.500, 23.900
X63966, X63966, 13.200, 6.100, 4.600, 11.100
ENPP4, ENPP4, 47.600, 30.700, 16.500, 9.400
NM_016637, NM_016637, 7.800, 1.900, 5.200, 2.900
PADI3, PADI3, 36.600, 7.800, 12.900, 25.500
ECHDC1, ECHDC1, 457.700, 81.800, 162.700, 479.200
RNF170, RNF170, 192.700, 28.500, 41.000, 112.600
AL137590, AL137590, 253.500, 63.300, 57.500, 153.200
SMARCC1, SMARCC1, 282.200, 90.000, 357.300, 1044.500
C16orf7, C16orf7, 573.200, 45.000, 70.800, 236.300
GNAI3, GNAI3, 1121.500, 22.700, 59.300, 128.400
KCNE1, KCNE1, 39.100, 19.900, 43.600, 82.800
LOC642236, LOC642236, 335.400, 79.200, 231.500, 784.600
POLG2, POLG2, 143.800, 14.200, 72.900, 172.700
CD4, CD4, 5.500, 0.900, 0.900, 4.500
TRMT61B, TRMT61B, 249.800, 86.500, 182.300, 303.200
AF095723, AF095723, 17.700, 1.200, 17.900, 16.900
IRF1, IRF1, 3066.000, 205.800, 244.600, 481.900
TPD52L2, TPD52L2, 2277.400, 119.300, 587.600, 1565.300
PTPRE, PTPRE, 7156.300, 167.100, 132.600, 2503.600
PTK2B, PTK2B, 359.700, 28.400, 8.600, 11.900
AGAP5, AGAP5, 677.700, 230.300, 203.300, 327.100
ZSCAN5A, ZSCAN5A, 121.400, 30.400, 68.100, 160.500
LOC728683, LOC728683, 190.800, 35.800, 6.500, 76.700
UNC5B, UNC5B, 385.800, 119.900, 205.000, 387.800
SDHB, SDHB, 162.700, 23.400, 19.000, 16.800
SOX4, SOX4, 7.700, 5.200, 3.800, 757.000
TSPAN3, TSPAN3, 108.800, 701.900, 604.900, 1710.300
MFSD6, MFSD6, 14.800, 21.100, 25.500, 630.800
RHOF, RHOF, 417.200, 216.400, 132.800, 288.400
TTTY15, TTTY15, 247.000, 28.900, 44.000, 195.100
SH2D1A, SH2D1A, 182.400, 6.200, 35.000, 13.000
PTPLAD1, PTPLAD1, 155.700, 51.100, 360.400, 511.400
DUSP22, DUSP22, 1233.400, 122.800, 156.300, 558.700
USP20, USP20, 348.800, 47.500, 60.600, 138.500
CALB1, CALB1, 99.300, 7.200, 18.000, 66.400
DERA, DERA, 502.700, 239.600, 287.400, 727.900
MCRS1, MCRS1, 589.000, 115.600, 264.400, 748.700
C18orf8, C18orf8, 685.700, 120.400, 215.600, 291.400
AW836210, AW836210, 533.300, 13.400, 8.100, 85.200
GINS3, GINS3, 13.100, 24.500, 138.500, 122.300
C19orf53, C19orf53, 796.200, 289.100, 804.400, 2568.100
TPP2, TPP2, 297.600, 70.100, 82.700, 365.800
AL109691, AL109691, 44.700, 12.600, 1.600, 39.600
PKD1, PKD1, 31.200, 24.100, 69.500, 58.200
ST6GALNAC5, ST6GALNAC5, 66.400, 8.500, 31.500, 2.600
JAM3, JAM3, 699.000, 105.800, 122.200, 1276.300
CHSY1, CHSY1, 2308.800, 69.100, 217.300, 3046.400
LAPTM4A, LAPTM4A, 5197.700, 724.000, 1227.900, 5423.100
TRPM8, TRPM8, 130.600, 6.000, 37.700, 86.000
MYOM1, MYOM1, 7.800, 28.300, 9.700, 12.800
PHKG2, PHKG2, 473.500, 101.500, 164.600, 144.000
LOC650293, LOC650293, 49.600, 22.100, 15.900, 96.900
UBBP2, UBBP2, 151.100, 32.600, 35.300, 129.200
EXT2, EXT2, 180.600, 134.500, 116.900, 574.500
LOC100134017, LOC100134017, 14.400, 2.300, 3.400, 53.300
MOBKL1B, MOBKL1B, 2025.300, 264.400, 397.000, 2214.100
DIAPH2, DIAPH2, 53.700, 11.500, 3.500, 84.100
DOLK, DOLK, 197.900, 76.000, 236.600, 396.100
TUBAL3, TUBAL3, 90.300, 251.000, 26.300, 37.500
CRYZL1, CRYZL1, 185.200, 41.400, 97.400, 364.400
CLN8, CLN8, 7.700, 7.300, 4.900, 23.400
PTPN12, PTPN12, 647.300, 6.000, 118.000, 1042.000
ABL2, ABL2, 199.800, 36.800, 113.000, 232.800
ACVRL1, ACVRL1, 33.200, 52.300, 77.800, 564.500
C14orf156, C14orf156, 696.300, 343.500, 1778.200, 3946.200
CRY2, CRY2, 11.700, 11.800, 5.500, 17.200
PTPRZ1, PTPRZ1, 34.800, 17.500, 14.000, 32.000
AL049252, AL049252, 82.900, 14.300, 5.100, 29.900
LAMP1, LAMP1, 297.500, 23.200, 59.700, 239.100
PNPLA4, PNPLA4, 21.200, 6.300, 38.900, 119.200
FCGR2B, FCGR2B, 1008.800, 54.500, 29.800, 101.200
DIP2C, DIP2C, 42.200, 121.200, 31.500, 601.600
LASS1, LASS1, 26.700, 3.100, 109.900, 672.000
RXRA, RXRA, 5100.600, 176.800, 165.700, 1722.900
MAP3K5, MAP3K5, 1418.200, 104.400, 38.000, 473.000
PDLIM7, PDLIM7, 317.700, 21.300, 119.600, 416.000
ALKBH1, ALKBH1, 475.400, 113.900, 333.100, 780.100
NM_014137, NM_014137, 10.300, 6.200, 8.300, 12.400
ARL14, ARL14, 19.300, 161.700, 6.100, 17.500
SNIP1, SNIP1, 160.500, 36.900, 98.600, 270.800
CLDN11, CLDN11, 133.600, 8.500, 75.100, 137.900
MSL3, MSL3, 227.500, 15.300, 32.000, 112.500
TIMP3, TIMP3, 4.700, 64.800, 20.700, 1259.400
ARPP21, ARPP21, 26.600, 3.700, 1.600, 37.100
CIB2, CIB2, 234.600, 3.900, 9.600, 55.000
MXRA8, MXRA8, 349.900, 159.000, 123.400, 283.200
HRK, HRK, 10.500, 5.500, 6.000, 11.200
RGS3, RGS3, 110.100, 28.800, 9.400, 280.900
SPAG16, SPAG16, 54.600, 27.100, 94.800, 157.300
C4orf31, C4orf31, 116.500, 42.000, 29.600, 119.700
FAM5B, FAM5B, 18.000, 5.700, 5.500, 12.200
ABHD4, ABHD4, 735.100, 215.300, 448.500, 532.700
ARHGEF12, ARHGEF12, 52.700, 2.700, 1.900, 4.500
CCR9, CCR9, 107.700, 45.000, 21.900, 46.900
NFATC1, NFATC1, 473.000, 90.400, 80.300, 605.100
RAC2, RAC2, 20046.000, 727.300, 213.300, 14383.000
GLUD2, GLUD2, 425.600, 132.400, 334.900, 779.000
SEPT10, SEPT10, 27.700, 28.800, 117.300, 471.200
PRICKLE3, PRICKLE3, 180.700, 16.600, 82.600, 99.900
UAP1L1, UAP1L1, 197.900, 38.500, 99.700, 136.200
RPP40, RPP40, 81.000, 45.600, 190.800, 508.100
SLC18A3, SLC18A3, 17.000, 3.800, 18.100, 17.100
YOD1, YOD1, 128.200, 16.700, 25.700, 111.700
RALY, RALY, 818.400, 146.700, 520.400, 539.900
TBX5, TBX5, 170.400, 31.800, 44.900, 71.700
NAPG, NAPG, 273.900, 33.200, 200.100, 264.300
C14orf45, C14orf45, 179.700, 104.700, 214.700, 124.400
RHD, RHD, 60.700, 12.600, 53.800, 156.500
HMOX2, HMOX2, 436.200, 30.000, 43.800, 253.800
ZBTB22, ZBTB22, 249.500, 64.300, 69.000, 101.500
YIPF4, YIPF4, 54.500, 5.100, 8.500, 76.900
THAP10, THAP10, 108.900, 37.400, 270.400, 183.600
ANKRD10, ANKRD10, 987.700, 167.600, 100.400, 319.300
PLCG1, PLCG1, 293.900, 53.600, 202.400, 448.200
FOLH1B, FOLH1B, 25.500, 22.300, 2.300, 13.800
TAGLN2, TAGLN2, 5739.000, 724.900, 1271.500, 2780.900
SLC16A7, SLC16A7, 124.200, 18.800, 50.800, 173.600
HTR2C, HTR2C, 45.700, 9.200, 9.400, 40.700
TSGA14, TSGA14, 155.000, 45.400, 44.200, 91.200
MDH1, MDH1, 1245.000, 856.300, 1785.900, 4640.100
ITGB4, ITGB4, 14.800, 5.200, 5.700, 25.400
DCBLD2, DCBLD2, 146.000, 41.800, 64.300, 131.600
LOC642502, LOC642502, 413.600, 95.000, 233.200, 512.200
YTHDF3, YTHDF3, 1393.300, 111.800, 118.600, 1261.400
C5orf28, C5orf28, 81.000, 10.700, 94.400, 134.200
FMO4, FMO4, 278.200, 187.900, 95.800, 282.100
THYN1, THYN1, 485.600, 119.400, 266.100, 1152.600
OTOR, OTOR, 67.400, 12.900, 25.300, 103.000
TMEM30B, TMEM30B, 77.500, 419.800, 16.000, 50.600
PGRMC2, PGRMC2, 110.700, 74.700, 58.200, 645.700
DRD5, DRD5, 290.000, 69.800, 101.300, 269.800
PAQR6, PAQR6, 494.700, 27.700, 52.000, 97.300
UBE2I, UBE2I, 46.700, 6.400, 18.200, 55.700
MEIS3P1, MEIS3P1, 139.900, 49.400, 81.000, 311.300
MUC3A, MUC3A, 244.000, 522.200, 114.100, 251.000
TBC1D5, TBC1D5, 365.900, 61.100, 176.100, 261.000
LOC728412, LOC728412, 146.500, 14.900, 25.500, 93.000
HRH4, HRH4, 66.400, 16.300, 13.500, 15.100
ANGPTL3, ANGPTL3, 13.700, 8.000, 1.800, 45.900
MYO6, MYO6, 6.700, 85.800, 6.700, 21.500
COX6CP2, COX6CP2, 32.900, 16.400, 1.300, 5.800
DNAJA4, DNAJA4, 437.100, 104.600, 184.200, 353.800
GLRX2, GLRX2, 610.000, 114.400, 595.700, 998.000
ATP11A, ATP11A, 263.200, 37.100, 47.800, 464.000
MUC16, MUC16, 26.100, 2.000, 1.900, 5.300
TMEM223, TMEM223, 345.000, 87.100, 218.200, 205.000
AKIRIN2, AKIRIN2, 204.100, 25.300, 23.200, 63.500
NM_020527, NM_020527, 101.500, 7.500, 15.400, 51.400
SLC25A5, SLC25A5, 3486.200, 3226.400, 4145.100, 8323.800
MYO1C, MYO1C, 798.100, 270.800, 129.100, 1682.600
RBM23, RBM23, 2052.900, 254.000, 520.200, 1115.200
NM_004908, NM_004908, 41.500, 3.900, 24.600, 51.100
FAM89B, FAM89B, 1790.200, 194.800, 185.500, 3821.500
FAS, FAS, 1178.600, 59.500, 135.800, 338.600
KIFAP3, KIFAP3, 100.800, 94.300, 107.900, 356.100
C1orf63, C1orf63, 6627.700, 590.600, 126.000, 275.400
BTN3A2, BTN3A2, 875.000, 38.700, 6.500, 10.500
GLRA2, GLRA2, 126.000, 14.500, 48.200, 15.200
C17orf59, C17orf59, 42.600, 18.700, 26.000, 74.800
HSPBAP1, HSPBAP1, 740.400, 26.400, 73.400, 65.100
CSTF3, CSTF3, 501.500, 192.600, 422.100, 1344.700
PRKCI, PRKCI, 105.200, 68.000, 193.600, 649.100
OSMR, OSMR, 202.300, 18.200, 174.100, 183.200
SOD3, SOD3, 290.400, 68.800, 74.800, 127.900
ZNF574, ZNF574, 40.600, 5.100, 10.800, 222.100
CYSLTR2, CYSLTR2, 148.400, 27.400, 32.000, 120.300
CYP21A2, CYP21A2, 25.400, 5.600, 9.800, 20.100
RPL12, RPL12, 7557.100, 2331.300, 7524.300, 18133.100
WIZ, WIZ, 304.200, 96.400, 248.000, 673.600
KIAA1797, KIAA1797, 147.000, 65.000, 70.300, 392.000
ALDH4A1, ALDH4A1, 214.200, 54.500, 90.100, 161.300
AL049278, AL049278, 147.600, 10.200, 3.900, 79.400
CRYAB, CRYAB, 43.100, 61.500, 36.400, 95.600
TRNAU1AP, TRNAU1AP, 200.700, 44.500, 92.100, 230.300
RPL27AP6, RPL27AP6, 13834.900, 3976.200, 7576.300, 26489.800
RNF17, RNF17, 80.600, 22.500, 25.200, 66.300
NEIL3, NEIL3, 112.700, 37.700, 195.300, 217.900
AF090910, AF090910, 9.500, 0.600, 5.300, 29.500
COPA, COPA, 17.100, 6.200, 2.300, 10.600
LOC647070, LOC647070, 76.200, 0.400, 6.600, 32.700
KIF11, KIF11, 16.500, 48.400, 233.500, 296.400
SLC26A3, SLC26A3, 4.100, 119.800, 1.600, 28.800
SKP2, SKP2, 13.900, 17.700, 195.200, 165.500
SYNC, SYNC, 69.000, 16.500, 29.000, 380.800
ZNF175, ZNF175, 132.400, 17.300, 34.000, 128.900
PARVA, PARVA, 12.400, 21.100, 140.400, 870.600
